,mean,std,2.5q,25q,50q,75q,97.5q,mc err
v_subj(noPM).28,1.8897825238843684,0.09464863599679146,1.7068715224138982,1.8258053619808066,1.8883791519389568,1.952581733838358,2.081905037530289,0.0011963734362282
v_subj(noPM).29,2.655069914189444,0.12505525970628684,2.4135332432253764,2.5710127570453087,2.6531830684092856,2.737762225498775,2.9050887431906594,0.0021118771272609755
v_subj(noPM).30,2.3497785354656187,0.12227527872119427,2.108703550274228,2.268799781712184,2.3494854717550777,2.430621062604545,2.5903309229176346,0.0012530632078859869
v_subj(noPM).31,1.6273371199255646,0.12193641416178999,1.3897123038704646,1.5457120302668312,1.6270866103357249,1.7089590415685416,1.8695962838511961,0.001167472042493879
v_subj(noPM).32,1.9229281407262753,0.10492031470875196,1.7235996628917667,1.8516620306119973,1.9210500482231387,1.9927242492194635,2.1345558354326966,0.0011249891366147786
v_subj(noPM).33,2.2390235176137825,0.1148505413792553,2.0153124902978066,2.161035588094641,2.2375450689411744,2.315602688811313,2.467853975172693,0.0013124961610755
v_subj(noPM).34,1.6525923379825505,0.10279548866380238,1.4500363824633906,1.584511818502253,1.6521539459033419,1.7218314229031988,1.8555545031543492,0.0009526462733225778
v_subj(noPM).35,1.067794607212013,0.08457392859666558,0.8999800158268136,1.0104471863742421,1.0683732409148814,1.1252078771752287,1.2323104979702868,0.0007542277547717853
v_subj(noPM).36,2.1760568965425136,0.12492979403931775,1.9330328988847154,2.0921316822769613,2.1763630961201947,2.2604752294944244,2.421833808892682,0.0012026537221038224
t(PM),0.4483585320540347,0.007802343086315956,0.4331391985017045,0.44320007084328467,0.4482557385850634,0.4534682427689665,0.4638975378516185,8.299783621915186e-05
t(noPM),0.4295893974928889,0.007753773912473684,0.41440104866129474,0.4243655841651777,0.42966482043516685,0.4347900713348591,0.4449039820328317,6.438110211193007e-05
t_std,0.04646906519856625,0.004070143754684921,0.03923340754255958,0.04361480182162224,0.04618273300875436,0.04910447354734341,0.05514798359693594,4.7643981196813765e-05
t_subj(PM).1,0.4556931163330532,0.005088830588024407,0.44502254246716333,0.4523759133486549,0.45604872671726143,0.45933444478920193,0.46457165774109305,7.075875998649457e-05
t_subj(PM).2,0.42988008121506854,0.003209286011300819,0.4237483055389584,0.4277637531059053,0.4298149972596214,0.4320214139147543,0.43622505853569843,3.894623749737194e-05
t_subj(PM).3,0.3802146510405132,0.004280665662544783,0.3716894363727127,0.37724662604542036,0.3803574990601703,0.38331681761464803,0.3880933272332368,7.93625799007817e-05
